問題ID,問題,答え,読み,復習フラグ
557,ボカロ曲『ロキ』の歌い出しにも登場する、常盤薬品工業が販売する眠気覚ましドリンクは何でしょう？,眠眠打破,みんみんだは,0
558,映画化された際には淡島千景が演じた、樋口一葉の小説『にごりえ』に登場する遊女の名前は何でしょう？,お力,おりき,0
559,英語版の『ドレミの歌』の歌詞で、「糸を引っ張る針のこと」と歌われている音はどの音でしょう？,ソ,ソ,0
560,遠野貴樹と篠原明里の時間と距離による心の変化を「桜花抄」「コスモナウト」および表題作の3つの短編で描く、新海誠監督のアニメ映画は何でしょう？,『秒速5センチメートル』,びょうそく5センチメートル,0
561,金属を溶かすのに用いる「王水」とは、塩酸と何を混ぜたものでしょう？,硝酸,しょうさん,0
562,元々は缶ビールなどの6本入りパックを指す言葉であった、綺麗に6つに割れた腹筋のことを指す俗語は何でしょう？,シックスパック,シックスパック,0
563,源氏の武士・那須大八と平家の娘・鶴富姫のロマンスを歌った、宮崎県の民謡は何でしょう？,ひえつき節,ひえつきぶし,0
564,広大な日本庭園と、130点におよぶ横山大観のコレクションで有名な、島根県安来市にある美術館は何でしょう？,足立美術館,あだち,0
565,実際の所在地は渋谷区である、正式名称を「新宿南口交通ターミナル」という高速バスターミナルの愛称は何でしょう？,バスタ新宿,バスタしんじゅく,0
566,数え年で、男性の大厄は42歳ですが、女性の大厄は何歳でしょう？,33歳,33,0
567,西郷隆盛、上杉鷹山、二宮尊徳、中江藤樹、日蓮上人の5人を日本の精神的伝統のなかに生きた偉人として取り上げている、内村鑑三の著書を日本語で何というでしょう？,『代表的日本人』,だいひょうてきにほんじん,0
568,俗に「スクショ」と略されることもある、スマートフォンやパソコンなどで、画面に映っている映像を静止画像として保存することを指す英語は何でしょう？,スクリーンショット,スクリーンショット,0
569,太平洋のトンガ・ケルマデック海溝やアメリカのサンアンドレアス断層に代表される、プレートの境界付近に形成される横ずれ断層のことを何断層というでしょう？,トランスフォーム断層,トランスフォーム,0
570,対数尺を組み合わせた計算尺を発明したことや、著書『数学の鍵』の中で三角関数のsin、cosや乗法を表す記号「×」を初めて使ったことで知られる、イギリスの数学者は誰でしょう？,ウィリアム・オートレッド,オートレッド,0
571,大阪帝国大学の第4代総長を務めた、宇田新太郎と共同でアレイアンテナの一種「八木・宇田アンテナ」を発明しこれに名を残している工学者は誰でしょう？,八木秀次,やぎひでつぐ,0
572,中国語で「長兄」と「次兄」を意味する言葉に由来する、実力が接近していて優劣がないことをいう漢字2字の熟語は何でしょう？,伯仲,はくちゅう,0
573,日本庭園で見られる、水を用いず、石や砂だけで山や水面を表現する様式を一般に何というでしょう？,枯山水,かれさんすい,0
574,俳句で「七夕」はどの季節の季語でしょう？,秋,あき,0
575,夫に俳優の反町隆史を持つ、ドラマ『やまとなでしこ』『家政婦のミタ』や映画『リング』などの主演作がある女優は誰でしょう？,松嶋菜々子,まつしまななこ,0
576,複式簿記の仕訳において、相手方の勘定科目が複数ある場合に記入される、「いろいろな項目」という意味の漢字2文字の言葉は何でしょう？,諸口,しょくち,0
577,約24000箇所と、農業用ため池の数が日本でー番多い都道府県はどこでしょう？,兵庫県,ひょうご,0
578,予期せぬ幸運を意味する「たなぼた」を略さずいうと何でしょう？,棚からぼたもち,たなからぼたもち,0
579,略称を「JAF」という、日本のモータースポーツの統括や、自家用車ユーザー向けのロードサービスなどの業務を行っている法人を日本語で何というでしょう？,日本自動車連盟,にほんじどうしゃれんめい,0
580,「お前たちが大きくなって、一人前の人間に育ち上った時、」という書き出しも有名で、妻を亡くした作者が、母を失った幼い子供たちを父親として勇気づけるために書いたともいわれる、有島武郎の短編小説は何でしょう？,『小さき者へ』,ちいさきものへ,0
581,「フランスとネーデルラントにおける14、15世紀の生活と思考の諸形態についての研究」という副題が付けられている、オランダの歴史家ヨハホン・ホイジンガの著書は何でしょう？,『中世の秋』,ちゅうせいのあき,0
582,『隠された十字架－法隆寺論』『水底の歌－柿本人麿論』などの著書があり、スーパー歌舞伎『ヤマトタケル』の原作を担当するなど劇作家としても活躍した哲学者は誰でしょう？,梅原猛,うめはらたけし,0
583,1925年より理化学研究所で自身の名を冠した研究室を主宰し、宮田聡らとともにアルマイトの工業化に成功した業績で知られる電気工学者は誰でしょう？,瀬籐象二,せとうしょうじ,0
584,1989年にバルト三国で行われたものが有名な、抗議や要求のために大勢の参加者が手を繋ぎ、施設や敷地を取り囲んだり、2つの地点を一列に繋いだりする行為を一般に何というでしょう？,人間の鎖,にんげんのくさり,0
